"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Business_Budget","Business_Business","Business_Conferences","Business_Port","Business_Resorts","Business_University"
"2790",188403150,"Taormina Roman Odeon, Taormina, Italy",681,37.85387,15.28841,"Europe",0.066303327,0.066871082,0.061679397,0.061734433,0.061679397,0.061679397
"2791",188409784,"Statue of Victor Emmanuel II, Naples, Italy",681,40.83928,14.25455,"Europe",0.06408937,0.076689489,0.060719978,0.089593914,0.058564425,0.06154334
"2792",188420696,"Torino Esposizioni, Turin, Italy",681,45.04942,7.681255,"Europe",0.076154882,0.084973677,0.063401198,0.063085053,0.062704558,0.062704558
"2793",188423920,"Arena di Verona, Verona, Italy",681,45.43837,10.99366,"Europe",0.064751825,0.075340003,0.060284364,0.060284364,0.060284364,0.06106039
"2794",188429097,"Mary Riepma Ross Media Arts Center, Lincoln, Nebraska, United States of America",681,40.81606,-96.70289,"North America",0.084869586,0.095541266,0.061864337,0.06106764,0.06106764,0.094400943
"2795",188429655,"Henry Doorly Zoo, Omaha, Nebraska, United States of America",681,41.22688,-95.9293,"North America",0.078796467,0.091432254,0.058036947,0.056057014,0.055734057,0.070857831
"2796",188429717,"Rosenblatt Stadium, Omaha, Nebraska, United States of America",681,41.22562,-95.93117,"North America",0.092411882,0.11127323,0.061525768,0.058580014,0.058099517,0.080647942
"2797",188430213,"Oregon Convention Center, Portland, Oregon, United States of America",681,45.52866,-122.6617,"North America",0.10157917,0.101491897,0.06134022,0.049126025,0.048735755,0.060777798
"2798",188433561,"Soberania National Park, Panama City, Panama",681,9.07656,-79.6537,"South America",0.05871727,0.079047372,0.058442606,0.058442606,0.058442606,0.058442606
"2799",188434801,"Pennsylvania State Capitol, Harrisburg, Pennsylvania, United States of America",681,40.26513,-76.88194,"North America",0.092567687,0.098085603,0.062434448,0.057361483,0.057361483,0.063281997
"2800",188436661,"Eastern State Penitentiary, Philadelphia, Pennsylvania, United States of America",681,39.96748,-75.17259,"North America",0.066843339,0.107797061,0.078195581,0.052407425,0.052407425,0.072470812
"2801",188437467,"National Museum of American Jewish History, Philadelphia, Pennsylvania, United States of America",681,39.95184,-75.1486,"North America",0.071828161,0.168030745,0.068743349,0.043823548,0.042922874,0.083005132
"2802",188439389,"Duquesne Incline, Pittsburgh, Pennsylvania, United States of America",681,40.43818,-80.01845,"North America",0.090881098,0.121972108,0.060521704,0.055567211,0.05542472,0.09754223
"2803",188440071,"Station Square, Pittsburgh, Pennsylvania, United States of America",681,40.43319,-80.00398,"North America",0.078689197,0.106138915,0.05751088,0.062641621,0.053832014,0.088395181
"2804",188440257,"Sandcastle Water Park, Pittsburgh, Pennsylvania, United States of America",681,40.40197,-79.92117,"North America",0.072707303,0.1191766,0.061832592,0.054136055,0.053902407,0.126215217
"2805",188440505,"Hickory Run State Park, Poconos, Pennsylvania, United States of America",681,41.02103,-75.71371,"North America",0.075327556,0.077760543,0.058448341,0.058448341,0.058448341,0.058448341
"2806",188441187,"Manila Ocean Park, Manila, Philippines",681,14.54101,120.9838,"Asia",0.091488747,0.119962906,0.05756351,0.058739572,0.05734782,0.062727754
"2807",188448069,"British Library, London, England, United Kingdom",681,51.52895,-0.126575,"Europe",0.08508972,0.125030072,0.052025617,0.048929967,0.048866277,0.050764389
"2808",188448317,"Chessington World of Adventures, Kingston-upon-Thames, England, United Kingdom",681,51.34972,-0.314885,"Europe",0.063490491,0.069670203,0.063490491,0.063490491,0.063490491,0.063490491
"2809",188450115,"London Palladium Theatre, London, England, United Kingdom",681,51.51434,-0.140555,"Europe",0.077082424,0.127076016,0.055013915,0.051895755,0.051895755,0.054022446
"2810",188450425,"London St. Paul's Church (the Actor's Church), London, England, United Kingdom",681,51.51163,-0.123325,"Europe",0.073105924,0.128956025,0.05225223,0.049150716,0.049150716,0.051250877
"2811",188452099,"Stamford Bridge Stadium, London, England, United Kingdom",681,51.48977,-0.19818,"Europe",0.1034005,0.1148788,0.07077425,0.05568791,0.05404284,0.05585315
"2812",188452967,"Wigmore Hall, London, England, United Kingdom",681,51.51651,-0.148195,"Europe",0.08644684,0.1285896,0.05817149,0.05397651,0.05378039,0.05583986
"2813",188468095,"Grote Knip Beach, Westpunt, Curacao",681,12.35131,-69.15102,"South America",0.05829625,0.05967916,0.05818765,0.05818765,0.05834014,0.05818765
"2814",188471257,"Wildcat Mountain Ski Area, Jackson, New Hampshire, United States of America",681,44.26717,-71.19778,"North America",0.06668279,0.06439982,0.05762735,0.05762735,0.05762735,0.05762735
"2815",188471443,"Franconia Notch State Park, Lincoln, New Hampshire, United States of America",681,44.10027,-71.66917,"North America",0.08224513,0.06498632,0.06206893,0.06206893,0.06206893,0.06206893
"2816",188476713,"Meadowlands Hospital Medical Center, Jersey City, New Jersey, United States of America",681,40.79337,-74.06969,"North America",0.1242327,0.1164177,0.05905881,0.1225604,0.05705849,0.05894233
"2817",188476837,"New Jersey City University, Jersey City, New Jersey, United States of America",681,40.73059,-74.09271,"North America",0.1517119,0.1211192,0.05742672,0.08938394,0.05567484,0.06014643
"2818",188477581,"Newark City Hall, Newark, New Jersey, United States of America",681,40.73199,-74.17413,"North America",0.135413,0.1440554,0.05724168,0.06187597,0.05297732,0.05888461
"2819",188478821,"Broadway at the Beach, Myrtle Beach, South Carolina, United States of America",681,33.7178,-78.88435,"North America",0.07133111,0.06517735,0.05020619,0.05003888,0.04966768,0.05302667
"2820",188479007,"Dunes Golf and Beach Club, Myrtle Beach, South Carolina, United States of America",681,33.75657,-78.79671,"North America",0.07500041,0.07397182,0.05311685,0.05321945,0.05201769,0.05458965
"2821",188480247,"Jamsil Olympic Stadium, Seoul, South Korea",681,37.51588,127.0727,"Asia",0.07102224,0.1362491,0.06459309,0.06176892,0.06176892,0.06176892
"2822",188483781,"Malmo Town Hall (Radhuset), Malmo, Sweden",681,55.65806,13.20753,"Europe",0.06605093,0.09041248,0.06452733,0.06402499,0.06372324,0.06996479
"2823",188485145,"Gothenburg University, Gothenburg, Sweden",681,57.70961,12.01912,"Europe",0.06348093,0.09762132,0.06358598,0.06368512,0.06038344,0.06126019
"2824",188486137,"National Chengchi University, Taipei, Taiwan",681,24.98699,121.5752,"Asia",0.07761815,0.1096338,0.06130743,0.06037354,0.06037354,0.08495128
"2825",188488369,"Knoxville Zoological Gardens, Knoxville, Tennessee, United States of America",681,36.00021,-83.88563,"North America",0.0919132,0.09953905,0.06460771,0.06029123,0.06029123,0.09953175
"2826",188489361,"Graceland, Memphis, Tennessee, United States of America",681,35.048,-90.02509,"North America",0.09128477,0.09200546,0.06015791,0.05764202,0.05701513,0.06156356
"2827",188489547,"Beale Street, Memphis, Tennessee, United States of America",681,35.14001,-90.05354,"North America",0.08319036,0.0931011,0.07311479,0.0549516,0.05295588,0.05984482
"2828",188494011,"Bridgewater Commons, Somerville, New Jersey, United States of America",681,40.58527,-74.61669,"North America",0.08858026,0.1266713,0.06962697,0.06307099,0.06307099,0.06468925
"2829",188495437,"New Zealand National Maritime Museum, Auckland, New Zealand",681,-36.88105,174.7762,"Australia",0.1057613,0.1046758,0.06082334,0.1844413,0.05276662,0.05895453
"2830",188498971,"Bryggen, Bergen, Norway",681,60.39743,5.32331,"Europe",0.08033898,0.08446649,0.06243456,0.09795597,0.06238303,0.07036446
"2831",188500397,"Oklahoma City University, Oklahoma City, Oklahoma, United States of America",681,35.49532,-97.54152,"North America",0.09748753,0.1242812,0.06357883,0.05902337,0.05902337,0.0634766
"2832",188502257,"Tulsa County Fairgrounds, Tulsa, Oklahoma, United States of America",681,36.1349,-95.92999,"North America",0.07217942,0.09820946,0.0748637,0.06190385,0.06190385,0.06519566
"2833",188504117,"Bridgestone Arena, Nashville, Tennessee, United States of America",681,36.16011,-86.77931,"North America",0.1131145,0.09890283,0.07321528,0.0523948,0.05239103,0.07129962
"2834",188509449,"LBJ Presidential Library, Austin, Texas, United States of America",681,30.30667,-97.71721,"North America",0.1030964,0.135976,0.06786342,0.05474066,0.05470602,0.08726005
"2835",188513045,"Texas State Aquarium, Corpus Christi, Texas, United States of America",681,27.77626,-97.37968,"North America",0.08073777,0.09612415,0.05879188,0.09437691,0.05731583,0.06173548
"2836",188514223,"Dallas World Aquarium, Dallas, Texas, United States of America",681,32.78334,-96.80466,"North America",0.0852911,0.1473216,0.06968724,0.05740378,0.05489804,0.07307347
"2837",188514595,"Highland Park Shopping Village, Dallas, Texas, United States of America",681,32.83624,-96.80569,"North America",0.08137727,0.1496445,0.07644368,0.05435352,0.05435352,0.0637445
"2838",188521477,"Witchery Tours, Edinburgh, Scotland, United Kingdom",681,55.94851,-3.194565,"Europe",0.08112951,0.09867749,0.05275647,0.05703952,0.04988815,0.06439829
"2839",188533257,"Faro Town Hall, Faro, Portugal",681,37.02231,-7.931036,"Europe",0.07545256,0.05879998,0.05531084,0.1256485,0.05531084,0.05531084
"2840",188537969,"Crashboat Beach, Aguadilla, Puerto Rico",681,18.45868,-67.16325,"South America",0.06063998,0.07102161,0.06063998,0.06063998,0.06063998,0.06063998
"2841",188547021,"Port of Galveston (Galveston Wharves), Galveston, Texas, United States of America",681,29.29057,-94.8567,"North America",0.1044476,0.1148685,0.06040885,0.09808101,0.05034722,0.07361304
"2842",188548261,"Downtown Aquarium, Houston, Texas, United States of America",681,29.81112,-95.41309,"North America",0.0775652,0.1589587,0.08841082,0.05919092,0.05772896,0.06354652
"2843",188548447,"Hobby Center for Performing Arts, Houston, Texas, United States of America",681,29.76127,-95.36912,"North America",0.0771028,0.1782644,0.09545856,0.05597249,0.05585219,0.06730796
"2844",188552663,"Aztec on the River (Aztec Theater), San Antonio, Texas, United States of America",681,29.41849,-98.48337,"North America",0.09079136,0.09569204,0.06614471,0.04762471,0.04742407,0.07272364
"2845",188558367,"Suntec Singapore, Singapore, Singapore",681,1.300943,103.8288,"Asia",0.1006761,0.122481,0.05474738,0.06180932,0.05156452,0.05139491
"2846",188562955,"Riverbanks Zoo and Garden, Columbia, South Carolina, United States of America",681,34.01038,-81.07384,"North America",0.07571002,0.108676,0.06690623,0.06124769,0.06103189,0.1128695
"2847",188575417,"Portsmouth Naval Shipyard Museum, Portsmouth, Virginia, United States of America",681,36.83538,-76.29678,"North America",0.0887597,0.1111217,0.06480106,0.07524348,0.06128708,0.06661604
"2848",188576161,"Virginia Beach Convention Center, Virginia Beach, Virginia, United States of America",681,36.84475,-75.98924,"North America",0.07388749,0.07647137,0.06866442,0.06005495,0.05161937,0.05803879
"2849",188577959,"Plaza Wax Museum and Ripley's Believe It or Not, San Antonio, Texas, United States of America",681,29.42559,-98.48692,"North America",0.0915067,0.09609874,0.06687071,0.04836285,0.04816235,0.06815493
"2850",188588251,"Odyssey Arena (Titanic Quarter), Belfast, Northern Ireland, United Kingdom",681,54.60307,-5.916875,"Europe",0.09618224,0.1144785,0.07327883,0.05491971,0.0540903,0.09451331
"2851",188592405,"Greater Richmond Convention Center, Richmond, Virginia, United States of America",681,37.54581,-77.43765,"North America",0.07392778,0.1258658,0.0622284,0.05484548,0.05484548,0.06915807
"2852",188592653,"Kings Dominion, Ashland, Virginia, United States of America",681,37.84184,-77.45042,"North America",0.06655847,0.09498128,0.06410538,0.06024617,0.06024617,0.0724618
"2853",188592963,"Maymont Park, Richmond, Virginia, United States of America",681,37.53465,-77.47906,"North America",0.0749948,0.1212412,0.06716728,0.05686457,0.05686457,0.07683749
"2854",188593397,"Richmond City Hall, Richmond, Virginia, United States of America",681,37.54065,-77.43362,"North America",0.06961585,0.1368263,0.06535361,0.0539156,0.0539156,0.07478241
"2855",188594327,"Virginia State Capitol, Richmond, Virginia, United States of America",681,37.53939,-77.43391,"North America",0.07668098,0.1354398,0.06394696,0.05768166,0.05768166,0.07002203
"2856",188598543,"Point Defiance Zoo and Aquarium, Tacoma, Washington, United States of America",681,47.23754,-122.4303,"North America",0.08078079,0.107075,0.06368476,0.06456556,0.0593971,0.06793132
"2857",188598853,"Tacoma Dome, Tacoma, Washington, United States of America",681,47.23629,-122.4285,"North America",0.0838993,0.09058108,0.05903655,0.0816026,0.05697498,0.06095084
"2858",188599969,"Columbia Center, Seattle, Washington, United States of America",681,47.61731,-122.2691,"North America",0.08012686,0.1320863,0.05667414,0.08159094,0.04133682,0.07082508
"2859",188600651,"Benaroya Hall, Seattle, Washington, United States of America",681,47.60825,-122.3364,"North America",0.07915877,0.1257153,0.05788462,0.08490898,0.04017335,0.04724008
"2860",188602511,"Look Out Discovery Centre, Bracknell, England, United Kingdom",681,51.38881,-0.739915,"Europe",0.07005276,0.1023678,0.06902182,0.06108034,0.06108034,0.06427449
"2861",188611935,"Doctor Who Exhibition, Cardiff, Wales, United Kingdom",681,51.46725,-3.161595,"Europe",0.08550228,0.1109405,0.05609817,0.06879536,0.05384932,0.063918
"2862",188614198,"Motril, Spain",774,36.73854,-3.485211,"Europe",0.0665607,0.06808509,0.0665607,0.0665607,0.0665607,0.0665607
"2863",188614601,"Paharganj, Delhi, India",557,28.6448,77.21386,"Asia",0.1374488,0.09903227,0.06141081,0.06226703,0.06141081,0.06141081
"2864",188614818,"Oltrarno, Florence, Italy",774,43.75814,11.25093,"Europe",0.06314495,0.06921406,0.05983842,0.05939717,0.05939717,0.05950555
"2865",188614942,"Upper Bavarian Alps and Lakes (area), Germany",464,47.62183,11.72343,"Europe",0.07013682,0.07929391,0.05894279,0.05848654,0.0585344,0.06313727
"2866",188615314,"Berchtesgaden, Germany",774,47.64257,13.03265,"Europe",0.0617285,0.0648351,0.0617285,0.0617285,0.0617285,0.0617285
"2867",188615407,"Champoluc, Ayas, Italy",774,45.83485,7.724216,"Europe",0.06557162,0.06557162,0.06557162,0.06557162,0.06557162,0.06557162
"2868",188615624,"Jarabacoa, Dominican Republic",557,19.13484,-70.62735,"South America",0.06703068,0.06703068,0.06703068,0.06703068,0.06703068,0.06703068
"2869",188615872,"Stoupa, West Mani, Greece",557,36.84938,22.26081,"Europe",0.06699038,0.06699038,0.06699038,0.06699038,0.06699038,0.06699038
"2870",188616399,"Ningde (prefecture), China",464,26.8494,119.3613,"Asia",0.06647835,0.076719,0.06647835,0.06647835,0.06647835,0.06647835
"2871",188617174,"Val d'Europe, France",557,48.86283,2.797195,"Europe",0.1038284,0.06116794,0.05109527,0.0508586,0.0508586,0.0508586
"2872",188617639,"Nanjing, China",557,31.91766,118.8497,"Asia",0.06297614,0.09198797,0.06200208,0.06200208,0.06200208,0.0682272
"2873",188617701,"Wuxi (prefecture), China",464,31.55238,120.2955,"Asia",0.06538458,0.09840504,0.06538458,0.06538458,0.06538458,0.06538458
"2874",188617825,"Reith im Alpbachtal, Austria",557,47.40051,11.8914,"Europe",0.06637277,0.06637277,0.06637277,0.06637277,0.06637277,0.06637277
"2875",188617980,"Monastir, Tunisia",774,35.76611,10.76319,"Africa",0.07493434,0.07100588,0.06410457,0.07493434,0.0779072,0.06410457
"2876",188619561,"Ashland City, Tennessee, United States of America",557,36.27212,-87.06536,"North America",0.06710262,0.06872864,0.06710262,0.06710262,0.06710262,0.06710262
"2877",188619716,"Jinhua (prefecture), China",464,29.31336,120.0764,"Asia",0.06818858,0.1189286,0.06472208,0.06472208,0.06472208,0.06472208
"2878",188620243,"Sweimeh, Jordan",774,31.72062,35.59894,"Asia",0.06148507,0.06696953,0.05868165,0.05867652,0.05867652,0.05867652
"2879",188620460,"Midtown - Abercorn, Georgia, United States of America",774,31.99887,-81.12261,"North America",0.09401113,0.0885707,0.0596097,0.06018434,0.05945925,0.07225832
"2880",188620491,"North Seattle, Washington, United States of America",774,47.73805,-122.3372,"North America",0.1032469,0.09909363,0.0682448,0.0741987,0.05719038,0.0662538
"2881",188621638,"Malpas, England, United Kingdom",557,53.0345,-2.77276,"Europe",0.05966091,0.06103115,0.05966091,0.05966091,0.05966091,0.05966091
"2882",188622723,"Busuanga, Philippines (USU-Francisco Reyes)",712,12.10128,120.112,"Asia",0.06380387,0.06793781,0.06380387,0.06380387,0.06380387,0.06380387
"2883",188624707,"Bressanone, Italy",774,46.69978,11.68269,"Europe",0.06530721,0.07205506,0.06530721,0.06530721,0.06530721,0.06530721
"2884",188624862,"Gardena Valley, Italy",774,46.56765,11.7351,"Europe",0.06615749,0.06761495,0.06590336,0.06590336,0.06590336,0.06590336
"2885",188625141,"Samal Island, Philippines",774,7.058959,125.7618,"Asia",0.06569786,0.07109393,0.06569786,0.07082761,0.06569786,0.06569786
"2886",188625637,"Huangshan (prefecture), China",464,29.83065,118.0352,"Asia",0.07580778,0.08575854,0.0653388,0.0653388,0.0653388,0.0653388
"2887",188625978,"Palermo Coast, Italy",774,38.11647,13.3053,"Europe",0.06426614,0.07152774,0.06297903,0.06788558,0.06224762,0.06224935
"2888",188626877,"Rhyl, Wales, United Kingdom",557,53.2998,-3.446907,"Europe",0.06556341,0.06556341,0.06556341,0.06556341,0.06556341,0.06556341
"2889",188626970,"Royse City, Texas, United States of America",557,32.95328,-96.30779,"North America",0.06607545,0.08687726,0.06607545,0.06607545,0.06607545,0.06607545
"2890",188627218,"Chesterfield, Michigan, United States of America",557,42.68904,-82.82844,"North America",0.06100968,0.07060391,0.06100968,0.07774914,0.06100968,0.07774914
"2891",188627466,"Fes (and vicinity), Morocco",464,34.06037,-4.979843,"Africa",0.06521063,0.069616,0.06503228,0.06503228,0.06503228,0.06503228
"2892",188627745,"El Jadida, Morocco",774,33.22181,-8.457542,"Africa",0.06787485,0.0666282,0.06392471,0.06392471,0.06392471,0.06392471
"2893",188627838,"Medina, Marrakech, Morocco",774,31.63737,-7.977778,"Africa",0.07231237,0.06477386,0.05866041,0.05866041,0.05882641,0.05866041
"2894",188627931,"Competa, Spain",557,36.83536,-3.921261,"Europe",0.06390535,0.06538355,0.06390535,0.06390535,0.06390535,0.06390535
"2895",188628799,"Gurgaon (and vicinity), India",464,28.46015,77.06471,"Asia",0.06258956,0.09330485,0.06707752,0.06216919,0.06216919,0.06216919
"2896",188631031,"Congleton, England, United Kingdom",557,53.17089,-2.2187,"Europe",0.06548846,0.07419487,0.06548846,0.06548846,0.06548846,0.06548846
"2897",188631713,"Santissima Annunziata, Florence, Italy",774,43.77956,11.27046,"Europe",0.06873238,0.06548476,0.06367361,0.06367361,0.06367361,0.06367361
"2898",188632953,"Karpacz, Poland",774,50.76627,15.74515,"Europe",0.06569727,0.07578605,0.06569727,0.06569727,0.06569727,0.06569727
"2899",188634286,"Wulingyuan, Zhangjiajie, China",774,29.35343,110.5056,"Asia",0.06479328,0.07218427,0.06479328,0.06479328,0.06479328,0.06479328
"2900",188634317,"Guilin, China",557,25.34414,110.4708,"Asia",0.07470286,0.08088142,0.06345801,0.06345801,0.06345801,0.06345801
"2901",188634813,"Beccles, England, United Kingdom",557,52.42424,1.595949,"Europe",0.06600359,0.06600359,0.06600359,0.06600359,0.06600359,0.06600359
"2902",188634875,"Lucas Oil Stadium, Indianapolis, Indiana, United States of America",681,39.7603,-86.16193,"North America",0.08521839,0.1076877,0.07999605,0.05443526,0.05441816,0.07697236
"2903",188635309,"Orange City, Florida, United States of America",774,28.94532,-81.31192,"North America",0.06410272,0.0730426,0.05971705,0.05971705,0.05971705,0.0792207
"2904",188635588,"Kimberley, South Africa",774,-28.73163,24.73256,"Africa",0.0662708,0.06892191,0.0662708,0.0662708,0.0662708,0.0662708
"2905",188638564,"Puebla, Puebla, Mexico",774,19.00428,-98.1912,"South America",0.0713629,0.08557209,0.06343269,0.06338956,0.06338956,0.06338956
"2906",188641106,"Fogo, Cape Verde",557,14.92689,-24.39681,"Africa",0.06693205,0.06994591,0.06693205,0.06693205,0.06693205,0.06693205
"2907",188642935,"Nelson Bay, New South Wales, Australia",774,-32.7251,152.1303,"Australia",0.06927122,0.06900106,0.0620087,0.07474994,0.0620087,0.0620087
"2908",188645477,"Mullins, South Carolina, United States of America",557,34.19505,-79.2727,"North America",0.06708179,0.06708179,0.06708179,0.06708179,0.06708179,0.06708179
"2909",188646004,"Idar-Oberstein, Germany",557,49.70193,7.353005,"Europe",0.06707176,0.07022534,0.06707176,0.06707176,0.06707176,0.06707176
"2910",188646965,"Sir Bani Yas Island, United Arab Emirates",557,24.32163,52.60466,"Asia",0.06432489,0.06791169,0.06432489,0.06432489,0.06432489,0.06432489
"2911",188647678,"Kalk Bay, Cape Town, South Africa",774,-34.12344,18.45298,"Africa",0.07500076,0.0669347,0.06478578,0.07522003,0.06478578,0.06478578
"2912",188647771,"Waidring, Austria",557,47.58683,12.57595,"Europe",0.06584319,0.06811205,0.06584319,0.06584319,0.06584319,0.06584319
"2913",188647895,"Berrien Springs, Michigan, United States of America",557,41.94746,-86.34319,"North America",0.08235102,0.08077528,0.06459282,0.07117277,0.06459282,0.06459282
"2914",188648267,"Crystal River, Florida, United States of America",774,28.92226,-82.64417,"North America",0.06476815,0.08506088,0.06258738,0.0855833,0.05786969,0.063857
"2915",188657009,"Boulders Golf Club, Carefree, Arizona, United States of America",681,33.79924,-111.926,"North America",0.08173796,0.1090794,0.06837975,0.05786839,0.0589463,0.05954112
"2916",188659799,"Wells Fargo Arena, Tempe, Arizona, United States of America",681,33.39476,-111.8178,"North America",0.0878448,0.1308494,0.06447968,0.06906683,0.05414322,0.06441435
"2917",188660171,"Saguaro National Park, Tucson, Arizona, United States of America",681,32.24045,-110.8947,"North America",0.07989574,0.1128842,0.0628184,0.05855868,0.05835042,0.0830414
"2918",188660357,"Ventana Canyon Golf and Racquet Club, Tucson, Arizona, United States of America",681,32.31801,-110.8493,"North America",0.07288887,0.1081073,0.06362232,0.05732406,0.05732406,0.09300591
"2919",188669347,"Lough Eske, Donegal, Ireland",681,54.69756,-8.05297,"Europe",0.06583955,0.0730784,0.061609,0.061609,0.061609,0.061609
"2920",188673997,"AquaSol Theme Park, Montego Bay, Jamaica",681,18.4793,-77.92827,"South America",0.08127249,0.05911185,0.04802589,0.04865619,0.1293758,0.0494386
"2921",188674803,"University of Kansas Memorial Stadium, Lawrence, Kansas, United States of America",681,38.96303,-95.24639,"North America",0.09339497,0.07684011,0.06604971,0.0641685,0.0641685,0.08698357
"2922",188690055,"Telstra Tower, Acton, Australian Capital Territory, Australia",681,-35.27528,149.0978,"Australia",0.07285351,0.1137912,0.06717372,0.05770036,0.05770036,0.06906517
"2923",188699975,"Armstrong Redwoods State Natural Reserve, Guerneville, California, United States of America",681,38.53498,-123.0044,"North America",0.07312627,0.06283016,0.06177886,0.06177886,0.06177886,0.06177886
"2924",188702083,"University of Rochester, Rochester, New York, United States of America",681,43.12866,-77.63147,"North America",0.09280768,0.1134436,0.06164443,0.06402076,0.05799551,0.1109057
"2925",188702579,"State University of New York-Oswego, Oswego, New York, United States of America",681,43.45348,-76.54333,"North America",0.09465987,0.06819377,0.06524318,0.06524318,0.06524318,0.09725195
"2926",188703447,"Hunter Mountain, Hunter, New York, United States of America",681,42.2047,-74.20992,"North America",0.07756279,0.0690888,0.06012456,0.05896617,0.05896617,0.06450449
"2927",188704873,"Bismarck Civic Center, Bismarck, North Dakota, United States of America",681,46.80305,-100.7835,"North America",0.0705443,0.09613092,0.06292,0.06217023,0.06217023,0.06374238
"2928",188704997,"Fargodome, Fargo, North Dakota, United States of America",681,46.90294,-96.80015,"North America",0.1002595,0.09800457,0.05989339,0.05897445,0.0583245,0.08641767
"2929",188705183,"Plains Art Museum, Fargo, North Dakota, United States of America",681,46.8772,-96.79143,"North America",0.1029153,0.09292234,0.06208505,0.06071785,0.05975084,0.08404294
"2930",188706113,"University of Toledo, Toledo, Ohio, United States of America",681,41.66198,-83.61452,"North America",0.08556116,0.104067,0.06305614,0.06229366,0.06228391,0.07538057
"2931",188707353,"The Wilds, Chandlersville, Ohio, United States of America",681,39.82732,-81.75007,"North America",0.08144157,0.0902673,0.06564744,0.06504469,0.06504469,0.06504469
"2932",188708655,"Miami University, Oxford, Ohio, United States of America",681,39.5121,-84.73481,"North America",0.06769489,0.06921811,0.06139001,0.06139001,0.06139001,0.2146415
"2933",188711011,"Skelly Stadium, Tulsa, Oklahoma, United States of America",681,36.1478,-95.94488,"North America",0.07503751,0.1142603,0.07366739,0.06034557,0.06034557,0.06538123
"2934",188711135,"Union Multipurpose Activity Center, Tulsa, Oklahoma, United States of America",681,36.06463,-95.86853,"North America",0.075533,0.1053564,0.06571372,0.06227744,0.06227744,0.06693977
"2935",188711197,"Mount Ashland Ski Area, Ashland, Oregon, United States of America",681,42.08044,-122.7064,"North America",0.09657918,0.09163223,0.06012372,0.05971307,0.05968073,0.07907705
"2936",188714483,"Castle Hill, Cambridge, England, United Kingdom",681,52.21202,0.114705,"Europe",0.07584736,0.1029363,0.05915932,0.05816239,0.05816239,0.09095477
"2937",188721613,"Northampton Guildhall, Northampton, England, United Kingdom",681,52.23711,-0.89474,"Europe",0.08407123,0.1183554,0.07003503,0.06034617,0.06034617,0.06273809
"2938",188763959,"Lassen Volcanic National Park, Mill Creek, California, United States of America",681,40.42344,-121.3437,"North America",0.06285071,0.06386893,0.06285071,0.06285071,0.06285071,0.06843956
"2939",188767059,"Living Desert Zoo and Gardens, Palm Desert, California, United States of America",681,33.75095,-116.3116,"North America",0.07151539,0.09552635,0.060016,0.05252373,0.05252373,0.05712594
"2940",188767307,"Fort Ross State Historic Park, Jenner, California, United States of America",681,38.51455,-123.2435,"North America",0.06178989,0.06326809,0.06178989,0.06178989,0.06178989,0.06178989
"2941",188769539,"Red Robinson Show Theatre, Coquitlam, British Columbia, Canada",681,49.22583,-122.834,"North America",0.096322,0.1028342,0.06564592,0.06197614,0.0596073,0.0596073
"2942",188769973,"Elk Island National Park, Edmonton, Alberta, Canada",681,53.61837,-112.8712,"North America",0.06498863,0.07315761,0.06498863,0.06498863,0.06498863,0.06498863
"2943",188771213,"Hidden Valley Highlands, Huntsville, Ontario, Canada",681,45.15617,-79.0612,"North America",0.07064773,0.07133385,0.06081102,0.06120998,0.06081102,0.06081102
"2944",188771337,"Jasper National Park, Jasper, Alberta, Canada",681,52.86651,-118.0934,"North America",0.08111138,0.06564312,0.05572579,0.05436075,0.05436075,0.05436075
"2945",188771833,"Chicopee Ski and Summer Resort, Kitchener, Ontario, Canada",681,43.4339,-80.4153,"North America",0.0767079,0.1048925,0.07227752,0.06038381,0.06038381,0.09558485
"2946",188773197,"Saputo Stadium, Montreal, Quebec, Canada",681,45.5355,-73.70384,"North America",0.09132157,0.1190722,0.05974691,0.08445087,0.05159241,0.0799048
"2947",188779955,"Folsom Field, Boulder, Colorado, United States of America",681,40.00822,-105.2667,"North America",0.08210442,0.1054754,0.0625481,0.05549129,0.05549129,0.09732224
"2948",188781381,"Ogden Theater, Denver, Colorado, United States of America",681,39.74001,-104.9753,"North America",0.08348506,0.1424591,0.08021103,0.05143178,0.05143178,0.05861068
"2949",188782063,"Loveland Ski Area, Georgetown, Colorado, United States of America",681,39.62792,-105.94,"North America",0.08962393,0.06955151,0.06065947,0.05704102,0.05704102,0.05940959
"2950",188785287,"Mount Southington Ski Area, Waterbury, Connecticut, United States of America",681,41.58236,-72.92445,"North America",0.07051865,0.1028115,0.06403165,0.06353295,0.06353295,0.07171998
"2951",188786651,"McKechnie Field, Bradenton, Florida, United States of America",681,27.48511,-82.5711,"North America",0.08370092,0.1010871,0.06420129,0.06222448,0.06052419,0.069142
"2952",188787271,"Powerscourt Estate, Enniskerry, Ireland",681,53.18467,-6.18665,"Europe",0.07967387,0.1071354,0.05973208,0.07203615,0.05801413,0.06183223
"2953",188788263,"St. Patrick's College, Maynooth, Ireland",681,53.37936,-6.59774,"Europe",0.09222772,0.1224475,0.06435932,0.06001469,0.05895512,0.05902731
"2954",188800663,"Mount Hood Meadows Ski Resort, Government Camp, Oregon, United States of America",681,45.32885,-121.6627,"North America",0.06580643,0.06721627,0.06580643,0.06580643,0.06580643,0.06580643
